invoice_id,branch,city,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,weekday,hour,total_amount
5850,WALM059,Pflugerville,Fashion accessories,48.0,2.0,2023-03-12,1900-01-01 18:29:00,Credit card,4.0,0.33,Sunday,18,96.0
5851,WALM022,Mesquite,Home and lifestyle,45.0,1.0,2023-11-13,1900-01-01 19:13:00,Credit card,4.0,0.48,Monday,19,45.0
5852,WALM017,McKinney,Fashion accessories,33.0,1.0,2022-11-20,1900-01-01 15:08:00,Credit card,6.0,0.48,Sunday,15,33.0
5853,WALM014,Amarillo,Home and lifestyle,41.0,1.0,2020-11-24,1900-01-01 17:47:00,Credit card,4.0,0.48,Tuesday,17,41.0
5854,WALM002,Dallas,Fashion accessories,62.0,2.0,2020-12-13,1900-01-01 17:03:00,Credit card,5.0,0.36,Sunday,17,124.0
5855,WALM052,Mansfield,Home and lifestyle,65.0,2.0,2021-02-11,1900-01-01 20:13:00,Credit card,4.0,0.57,Thursday,20,130.0
5856,WALM022,Mesquite,Fashion accessories,61.0,1.0,2021-11-22,1900-01-01 19:30:00,Credit card,6.0,0.48,Monday,19,61.0
5857,WALM096,Eagle Pass,Home and lifestyle,52.0,3.0,2020-08-11,1900-01-01 16:17:00,Credit card,6.0,0.18,Tuesday,16,156.0
5858,WALM083,Farmers Branch,Fashion accessories,60.0,1.0,2020-12-30,1900-01-01 19:41:00,Credit card,3.0,0.33,Wednesday,19,60.0
5859,WALM094,Alamo,Home and lifestyle,61.0,1.0,2020-11-28,1900-01-01 20:55:00,Credit card,7.0,0.33,Saturday,20,61.0
5860,WALM064,Bedford,Fashion accessories,50.0,3.0,2021-11-12,1900-01-01 15:33:00,Credit card,5.0,0.33,Friday,15,150.0
5861,WALM066,Grapevine,Home and lifestyle,48.0,3.0,2020-12-18,1900-01-01 17:39:00,Credit card,7.0,0.33,Friday,17,144.0
5862,WALM078,Del Rio,Fashion accessories,24.0,3.0,2023-12-14,1900-01-01 16:55:00,Credit card,5.0,0.33,Thursday,16,72.0
5863,WALM006,El Paso,Home and lifestyle,47.0,2.0,2021-10-12,1900-01-01 19:04:00,Credit card,4.0,0.48,Tuesday,19,94.0
5864,WALM015,Grand Prairie,Fashion accessories,78.0,2.0,2022-12-31,1900-01-01 20:53:00,Credit card,4.0,0.48,Saturday,20,156.0
5865,WALM078,Del Rio,Home and lifestyle,43.0,3.0,2022-12-31,1900-01-01 20:19:00,Credit card,6.0,0.33,Saturday,20,129.0
5866,WALM002,Dallas,Fashion accessories,64.0,3.0,2021-12-23,1900-01-01 17:41:00,Credit card,3.0,0.36,Thursday,17,192.0
5867,WALM033,Pearland,Home and lifestyle,60.0,3.0,2022-12-23,1900-01-01 19:32:00,Credit card,7.0,0.48,Friday,19,180.0
5868,WALM083,Farmers Branch,Fashion accessories,56.0,1.0,2021-11-17,1900-01-01 16:18:00,Credit card,4.0,0.33,Wednesday,16,56.0
5869,WALM023,Midland,Home and lifestyle,29.0,2.0,2021-12-20,1900-01-01 20:18:00,Credit card,6.0,0.48,Monday,20,58.0
5870,WALM085,Kerrville,Fashion accessories,59.0,3.0,2021-12-27,1900-01-01 20:42:00,Credit card,7.0,0.33,Monday,20,177.0
5871,WALM016,Brownsville,Home and lifestyle,44.0,2.0,2022-08-11,1900-01-01 19:12:00,Credit card,6.0,0.48,Thursday,19,88.0
5872,WALM030,Richardson,Fashion accessories,30.0,3.0,2023-11-16,1900-01-01 18:44:00,Credit card,6.0,0.48,Thursday,18,90.0
5873,WALM095,Big Spring,Home and lifestyle,53.0,3.0,2023-07-12,1900-01-01 18:05:00,Credit card,3.0,0.33,Wednesday,18,159.0
5874,WALM061,Cedar Park,Fashion accessories,21.0,3.0,2021-11-24,1900-01-01 18:27:00,Credit card,5.0,0.33,Wednesday,18,63.0
5875,WALM094,Alamo,Home and lifestyle,21.0,1.0,2022-12-13,1900-01-01 19:52:00,Credit card,3.0,0.33,Tuesday,19,21.0
5876,WALM067,Haltom City,Fashion accessories,29.0,1.0,2020-12-23,1900-01-01 17:42:00,Credit card,7.0,0.33,Wednesday,17,29.0
5877,WALM012,Garland,Home and lifestyle,15.0,1.0,2021-12-24,1900-01-01 16:27:00,Credit card,6.0,0.48,Friday,16,15.0
5878,WALM030,Richardson,Fashion accessories,28.0,3.0,2023-11-12,1900-01-01 16:37:00,Credit card,3.0,0.48,Sunday,16,84.0
5879,WALM091,Little Elm,Home and lifestyle,68.0,2.0,2020-12-13,1900-01-01 20:39:00,Credit card,6.0,0.33,Sunday,20,136.0
5880,WALM097,Alice,Fashion accessories,72.0,3.0,2021-01-12,1900-01-01 20:18:00,Credit card,5.0,0.18,Tuesday,20,216.0
5881,WALM057,Euless,Home and lifestyle,19.0,2.0,2021-11-12,1900-01-01 19:07:00,Credit card,5.0,0.33,Friday,19,38.0
5882,WALM059,Pflugerville,Fashion accessories,78.0,1.0,2021-12-17,1900-01-01 17:19:00,Credit card,4.0,0.33,Friday,17,78.0
5883,WALM028,Odessa,Home and lifestyle,64.0,2.0,2023-11-16,1900-01-01 16:49:00,Credit card,3.0,0.48,Thursday,16,128.0
5884,WALM066,Grapevine,Fashion accessories,36.0,2.0,2022-07-11,1900-01-01 20:50:00,Credit card,5.0,0.33,Monday,20,72.0
5885,WALM091,Little Elm,Home and lifestyle,68.0,1.0,2023-12-23,1900-01-01 18:08:00,Credit card,6.0,0.33,Saturday,18,68.0
5886,WALM085,Kerrville,Fashion accessories,77.0,1.0,2022-02-12,1900-01-01 19:37:00,Credit card,5.0,0.33,Saturday,19,77.0
5887,WALM085,Kerrville,Home and lifestyle,52.0,3.0,2020-11-24,1900-01-01 18:32:00,Credit card,6.0,0.33,Tuesday,18,156.0
5888,WALM041,Mission,Fashion accessories,37.0,2.0,2023-11-24,1900-01-01 15:03:00,Ewallet,6.0,0.48,Friday,15,74.0
5889,WALM041,Mission,Home and lifestyle,69.0,1.0,2023-11-11,1900-01-01 18:21:00,Ewallet,7.0,0.48,Saturday,18,69.0
5890,WALM023,Midland,Fashion accessories,46.0,1.0,2020-01-12,1900-01-01 18:25:00,Credit card,5.0,0.48,Sunday,18,46.0
5891,WALM005,Fort Worth,Home and lifestyle,24.0,1.0,2022-09-12,1900-01-01 15:33:00,Credit card,5.0,0.48,Monday,15,24.0
5892,WALM011,Lubbock,Fashion accessories,34.0,1.0,2022-09-11,1900-01-01 15:25:00,Credit card,5.0,0.48,Sunday,15,34.0
5893,WALM002,Dallas,Home and lifestyle,23.0,1.0,2021-09-11,1900-01-01 20:26:00,Credit card,6.0,0.36,Saturday,20,23.0
5894,WALM001,Houston,Fashion accessories,69.0,2.0,2020-12-26,1900-01-01 20:21:00,Credit card,7.0,0.36,Saturday,20,138.0
5895,WALM067,Haltom City,Home and lifestyle,15.0,3.0,2020-12-27,1900-01-01 20:31:00,Credit card,4.0,0.33,Sunday,20,45.0
5896,WALM095,Big Spring,Fashion accessories,83.0,3.0,2021-07-12,1900-01-01 17:29:00,Credit card,4.0,0.33,Monday,17,249.0
5897,WALM006,El Paso,Home and lifestyle,85.0,2.0,2023-07-11,1900-01-01 18:24:00,Credit card,3.0,0.48,Tuesday,18,170.0
5898,WALM049,North Richland Hills,Fashion accessories,53.0,3.0,2023-11-15,1900-01-01 17:30:00,Credit card,7.0,0.48,Wednesday,17,159.0
5899,WALM031,Lewisville,Home and lifestyle,27.0,3.0,2022-04-12,1900-01-01 20:48:00,Credit card,4.0,0.48,Tuesday,20,81.0
5900,WALM064,Bedford,Fashion accessories,80.0,2.0,2022-05-11,1900-01-01 16:56:00,Credit card,6.0,0.33,Wednesday,16,160.0
5901,WALM031,Lewisville,Home and lifestyle,15.0,2.0,2022-12-16,1900-01-01 17:50:00,Credit card,3.0,0.48,Friday,17,30.0
5902,WALM081,Friendswood,Fashion accessories,82.0,1.0,2020-08-11,1900-01-01 15:26:00,Credit card,7.0,0.33,Tuesday,15,82.0
5903,WALM018,Frisco,Home and lifestyle,73.0,1.0,2021-11-15,1900-01-01 16:01:00,Credit card,4.0,0.48,Monday,16,73.0
5904,WALM008,Corpus Christi,Fashion accessories,17.0,2.0,2020-11-23,1900-01-01 20:26:00,Credit card,4.0,0.48,Monday,20,34.0
5905,WALM012,Garland,Home and lifestyle,52.0,2.0,2023-10-12,1900-01-01 19:57:00,Credit card,7.0,0.48,Thursday,19,104.0
5906,WALM020,Killeen,Fashion accessories,79.0,3.0,2020-12-11,1900-01-01 15:49:00,Credit card,3.0,0.48,Friday,15,237.0
5907,WALM039,Longview,Home and lifestyle,29.0,3.0,2023-11-17,1900-01-01 19:32:00,Credit card,7.0,0.48,Friday,19,87.0
5908,WALM011,Lubbock,Fashion accessories,69.0,3.0,2021-12-19,1900-01-01 16:14:00,Credit card,5.0,0.48,Sunday,16,207.0
5909,WALM041,Mission,Home and lifestyle,79.0,3.0,2021-01-11,1900-01-01 15:02:00,Ewallet,4.0,0.48,Monday,15,237.0
5910,WALM019,Pasadena,Fashion accessories,75.0,2.0,2021-11-30,1900-01-01 19:24:00,Credit card,6.0,0.48,Tuesday,19,150.0
5911,WALM095,Big Spring,Home and lifestyle,40.0,2.0,2020-11-26,1900-01-01 17:10:00,Credit card,7.0,0.33,Thursday,17,80.0
5912,WALM023,Midland,Fashion accessories,39.0,2.0,2020-05-11,1900-01-01 20:48:00,Credit card,3.0,0.48,Monday,20,78.0
5913,WALM022,Mesquite,Home and lifestyle,40.0,3.0,2022-11-18,1900-01-01 15:19:00,Credit card,4.0,0.48,Friday,15,120.0
5914,WALM022,Mesquite,Fashion accessories,46.0,3.0,2022-12-14,1900-01-01 16:19:00,Credit card,6.0,0.48,Wednesday,16,138.0
5915,WALM018,Frisco,Home and lifestyle,46.0,3.0,2023-11-29,1900-01-01 18:34:00,Credit card,3.0,0.48,Wednesday,18,138.0
5916,WALM031,Lewisville,Fashion accessories,67.0,2.0,2023-10-12,1900-01-01 17:09:00,Credit card,7.0,0.48,Thursday,17,134.0
5917,WALM082,Weslaco,Home and lifestyle,51.0,2.0,2021-12-16,1900-01-01 15:08:00,Cash,6.0,0.33,Thursday,15,102.0
5918,WALM009,Plano,Fashion accessories,21.0,3.0,2022-01-12,1900-01-01 18:14:00,Credit card,3.0,0.48,Wednesday,18,63.0
5919,WALM009,Plano,Home and lifestyle,43.0,2.0,2021-11-25,1900-01-01 16:18:00,Credit card,4.0,0.48,Thursday,16,86.0
5920,WALM065,Texas City,Fashion accessories,73.0,1.0,2022-11-23,1900-01-01 19:38:00,Credit card,6.0,0.33,Wednesday,19,73.0
5921,WALM009,Plano,Home and lifestyle,83.0,2.0,2021-12-19,1900-01-01 19:44:00,Credit card,3.0,0.48,Sunday,19,166.0
5922,WALM084,Schertz,Fashion accessories,74.0,3.0,2020-11-18,1900-01-01 17:09:00,Credit card,5.0,0.33,Wednesday,17,222.0
5923,WALM073,Seguin,Home and lifestyle,80.0,2.0,2022-12-28,1900-01-01 20:21:00,Credit card,6.0,0.33,Wednesday,20,160.0
5924,WALM054,Sherman,Fashion accessories,81.0,3.0,2021-06-12,1900-01-01 16:55:00,Credit card,5.0,0.21,Saturday,16,243.0
5925,WALM003,San Antonio,Home and lifestyle,35.0,3.0,2023-11-20,1900-01-01 17:07:00,Credit card,6.0,0.36,Monday,17,105.0
5926,WALM058,Port Arthur,Fashion accessories,34.0,1.0,2022-02-11,1900-01-01 19:45:00,Credit card,7.0,0.33,Friday,19,34.0
5927,WALM009,Plano,Home and lifestyle,47.0,2.0,2022-10-12,1900-01-01 19:47:00,Credit card,3.0,0.48,Wednesday,19,94.0
5928,WALM029,Round Rock,Fashion accessories,78.0,2.0,2020-11-17,1900-01-01 17:45:00,Credit card,5.0,0.48,Tuesday,17,156.0
5929,WALM055,Waxahachie,Home and lifestyle,80.0,2.0,2022-01-12,1900-01-01 18:02:00,Credit card,7.0,0.33,Wednesday,18,160.0
5930,WALM050,Victoria,Fashion accessories,64.0,2.0,2022-12-26,1900-01-01 16:55:00,Ewallet,3.0,0.48,Monday,16,128.0
5931,WALM009,Plano,Home and lifestyle,65.0,1.0,2023-05-12,1900-01-01 16:16:00,Credit card,5.0,0.48,Friday,16,65.0
5932,WALM046,Temple,Fashion accessories,34.0,1.0,2021-12-20,1900-01-01 18:55:00,Credit card,6.0,0.48,Monday,18,34.0
5933,WALM074,Weslaco,Home and lifestyle,29.0,3.0,2020-10-12,1900-01-01 17:48:00,Cash,3.0,0.33,Monday,17,87.0
5934,WALM074,Weslaco,Fashion accessories,66.0,2.0,2023-11-27,1900-01-01 16:04:00,Cash,4.0,0.33,Monday,16,132.0
5935,WALM082,Weslaco,Home and lifestyle,84.0,3.0,2020-12-23,1900-01-01 16:59:00,Cash,4.0,0.33,Wednesday,16,252.0
5936,WALM056,Rowlett,Fashion accessories,78.0,2.0,2023-11-20,1900-01-01 19:28:00,Credit card,6.0,0.33,Monday,19,156.0
5937,WALM073,Seguin,Home and lifestyle,39.0,2.0,2022-11-30,1900-01-01 15:47:00,Credit card,5.0,0.33,Wednesday,15,78.0
5938,WALM069,Rockwall,Fashion accessories,32.0,2.0,2022-11-15,1900-01-01 15:42:00,Credit card,4.0,0.33,Tuesday,15,64.0
5939,WALM025,Waco,Home and lifestyle,56.0,3.0,2020-11-19,1900-01-01 19:46:00,Credit card,7.0,0.48,Thursday,19,168.0
5940,WALM089,Southlake,Fashion accessories,53.0,3.0,2023-11-13,1900-01-01 17:09:00,Credit card,7.0,0.33,Monday,17,159.0
5941,WALM025,Waco,Home and lifestyle,49.0,1.0,2022-09-11,1900-01-01 16:06:00,Credit card,4.0,0.48,Sunday,16,49.0
5942,WALM074,Weslaco,Fashion accessories,77.0,3.0,2023-12-25,1900-01-01 19:22:00,Cash,3.0,0.33,Monday,19,231.0
5943,WALM035,San Angelo,Home and lifestyle,28.0,3.0,2020-12-11,1900-01-01 15:14:00,Credit card,7.0,0.48,Friday,15,84.0
5944,WALM074,Weslaco,Fashion accessories,54.0,3.0,2022-07-12,1900-01-01 18:59:00,Cash,7.0,0.33,Tuesday,18,162.0
5945,WALM029,Round Rock,Home and lifestyle,65.0,1.0,2021-12-27,1900-01-01 18:49:00,Credit card,6.0,0.48,Monday,18,65.0
5946,WALM035,San Angelo,Fashion accessories,22.0,2.0,2020-12-13,1900-01-01 15:05:00,Credit card,3.0,0.48,Sunday,15,44.0
5947,WALM056,Rowlett,Home and lifestyle,21.0,1.0,2023-11-14,1900-01-01 15:38:00,Credit card,4.0,0.33,Tuesday,15,21.0
5948,WALM030,Richardson,Fashion accessories,40.0,3.0,2023-11-29,1900-01-01 17:59:00,Credit card,5.0,0.48,Wednesday,17,120.0
5949,WALM075,San Marcos,Home and lifestyle,82.0,1.0,2023-09-12,1900-01-01 15:32:00,Credit card,3.0,0.33,Tuesday,15,82.0
5950,WALM084,Schertz,Fashion accessories,82.0,2.0,2021-12-30,1900-01-01 17:33:00,Credit card,7.0,0.33,Thursday,17,164.0
5951,WALM009,Plano,Home and lifestyle,32.0,3.0,2023-12-29,1900-01-01 19:54:00,Credit card,5.0,0.48,Friday,19,96.0
5952,WALM030,Richardson,Fashion accessories,22.0,1.0,2023-11-11,1900-01-01 15:05:00,Credit card,5.0,0.48,Saturday,15,22.0
5953,WALM003,San Antonio,Home and lifestyle,69.0,1.0,2023-09-12,1900-01-01 18:07:00,Credit card,5.0,0.36,Tuesday,18,69.0
5954,WALM073,Seguin,Fashion accessories,80.0,1.0,2021-04-11,1900-01-01 15:49:00,Credit card,6.0,0.33,Sunday,15,80.0
5955,WALM087,Waxahachie,Home and lifestyle,42.0,2.0,2022-05-11,1900-01-01 20:40:00,Credit card,7.0,0.33,Wednesday,20,84.0
5956,WALM055,Waxahachie,Fashion accessories,49.0,1.0,2020-11-21,1900-01-01 15:07:00,Credit card,3.0,0.33,Saturday,15,49.0
5957,WALM084,Schertz,Home and lifestyle,39.0,1.0,2023-12-29,1900-01-01 20:03:00,Credit card,6.0,0.33,Friday,20,39.0
5958,WALM054,Sherman,Fashion accessories,71.0,2.0,2021-11-23,1900-01-01 15:36:00,Credit card,4.0,0.21,Tuesday,15,142.0
5959,WALM058,Port Arthur,Home and lifestyle,17.0,3.0,2022-01-11,1900-01-01 16:16:00,Credit card,7.0,0.33,Tuesday,16,51.0
5960,WALM084,Schertz,Fashion accessories,44.0,2.0,2023-07-11,1900-01-01 17:03:00,Credit card,5.0,0.33,Tuesday,17,88.0
5961,WALM009,Plano,Home and lifestyle,70.0,1.0,2023-09-12,1900-01-01 19:15:00,Credit card,5.0,0.48,Tuesday,19,70.0
5962,WALM003,San Antonio,Fashion accessories,75.0,1.0,2020-11-20,1900-01-01 19:35:00,Credit card,7.0,0.48,Friday,19,75.0
5963,WALM009,Plano,Home and lifestyle,20.0,1.0,2022-11-12,1900-01-01 17:27:00,Credit card,6.0,0.48,Saturday,17,20.0
5964,WALM058,Port Arthur,Fashion accessories,15.0,1.0,2023-11-15,1900-01-01 20:14:00,Credit card,5.0,0.33,Wednesday,20,15.0
5965,WALM055,Waxahachie,Home and lifestyle,25.0,3.0,2023-11-25,1900-01-01 19:10:00,Credit card,3.0,0.33,Saturday,19,75.0
5966,WALM029,Round Rock,Fashion accessories,85.0,1.0,2022-11-22,1900-01-01 16:03:00,Credit card,3.0,0.48,Tuesday,16,85.0
5967,WALM087,Waxahachie,Home and lifestyle,82.0,1.0,2020-11-29,1900-01-01 15:47:00,Credit card,6.0,0.33,Sunday,15,82.0
5968,WALM099,Weatherford,Fashion accessories,23.0,2.0,2021-12-12,1900-01-01 20:15:00,Credit card,5.0,0.18,Sunday,20,46.0
5969,WALM038,Sugar Land,Home and lifestyle,80.0,3.0,2023-11-13,1900-01-01 20:11:00,Credit card,4.0,0.48,Monday,20,240.0
5970,WALM025,Waco,Fashion accessories,72.0,2.0,2023-12-11,1900-01-01 18:57:00,Credit card,7.0,0.48,Monday,18,144.0
5971,WALM084,Schertz,Home and lifestyle,48.0,1.0,2022-11-22,1900-01-01 19:53:00,Credit card,7.0,0.33,Tuesday,19,48.0
5972,WALM087,Waxahachie,Fashion accessories,22.0,1.0,2023-12-25,1900-01-01 17:45:00,Credit card,3.0,0.33,Monday,17,22.0
5973,WALM050,Victoria,Home and lifestyle,21.0,2.0,2022-12-26,1900-01-01 17:35:00,Credit card,3.0,0.48,Monday,17,42.0
5974,WALM056,Rowlett,Fashion accessories,22.0,2.0,2022-11-23,1900-01-01 20:10:00,Credit card,7.0,0.33,Wednesday,20,44.0
5975,WALM074,Weslaco,Home and lifestyle,26.0,1.0,2022-12-16,1900-01-01 19:34:00,Cash,4.0,0.33,Friday,19,26.0
5976,WALM009,Plano,Fashion accessories,54.0,2.0,2021-08-12,1900-01-01 18:22:00,Credit card,3.0,0.48,Thursday,18,108.0
5977,WALM035,San Angelo,Home and lifestyle,16.0,3.0,2021-01-12,1900-01-01 15:45:00,Credit card,4.0,0.48,Tuesday,15,48.0
5978,WALM058,Port Arthur,Fashion accessories,83.0,2.0,2023-11-21,1900-01-01 15:01:00,Credit card,6.0,0.33,Tuesday,15,166.0
5979,WALM056,Rowlett,Home and lifestyle,40.0,3.0,2023-11-12,1900-01-01 17:14:00,Credit card,6.0,0.33,Sunday,17,120.0
5980,WALM003,San Antonio,Fashion accessories,41.0,3.0,2022-11-13,1900-01-01 15:32:00,Credit card,4.0,0.48,Sunday,15,123.0
5981,WALM089,Southlake,Home and lifestyle,28.0,1.0,2021-12-14,1900-01-01 19:30:00,Credit card,6.0,0.33,Tuesday,19,28.0
5982,WALM050,Victoria,Fashion accessories,72.0,3.0,2022-11-17,1900-01-01 20:27:00,Ewallet,7.0,0.48,Thursday,20,216.0
5983,WALM058,Port Arthur,Home and lifestyle,49.0,2.0,2023-11-16,1900-01-01 20:44:00,Credit card,7.0,0.33,Thursday,20,98.0
5984,WALM082,Weslaco,Fashion accessories,60.0,3.0,2023-09-12,1900-01-01 18:11:00,Cash,7.0,0.33,Tuesday,18,180.0
5985,WALM099,Weatherford,Home and lifestyle,35.0,2.0,2021-11-22,1900-01-01 18:39:00,Credit card,5.0,0.18,Monday,18,70.0
5986,WALM075,San Marcos,Fashion accessories,50.0,2.0,2023-12-31,1900-01-01 17:51:00,Credit card,4.0,0.33,Sunday,17,100.0
5987,WALM055,Waxahachie,Home and lifestyle,32.0,1.0,2020-11-11,1900-01-01 17:25:00,Credit card,6.0,0.33,Wednesday,17,32.0
5988,WALM009,Plano,Fashion accessories,26.0,1.0,2021-11-26,1900-01-01 18:58:00,Credit card,3.0,0.48,Friday,18,26.0
5989,WALM030,Richardson,Home and lifestyle,50.0,1.0,2020-12-22,1900-01-01 18:09:00,Credit card,5.0,0.48,Tuesday,18,50.0
5990,WALM069,Rockwall,Fashion accessories,31.0,2.0,2021-12-25,1900-01-01 19:29:00,Credit card,4.0,0.33,Saturday,19,62.0
5991,WALM029,Round Rock,Home and lifestyle,81.0,2.0,2020-12-31,1900-01-01 19:52:00,Credit card,7.0,0.48,Thursday,19,162.0
5992,WALM069,Rockwall,Fashion accessories,72.0,1.0,2020-03-12,1900-01-01 18:31:00,Credit card,4.0,0.33,Thursday,18,72.0
5993,WALM082,Weslaco,Home and lifestyle,19.0,3.0,2022-12-21,1900-01-01 18:08:00,Cash,4.0,0.33,Wednesday,18,57.0
5994,WALM069,Rockwall,Fashion accessories,15.0,3.0,2021-11-22,1900-01-01 20:24:00,Credit card,5.0,0.33,Monday,20,45.0
5995,WALM073,Seguin,Home and lifestyle,27.0,3.0,2022-10-11,1900-01-01 17:03:00,Credit card,7.0,0.33,Tuesday,17,81.0
5996,WALM069,Rockwall,Fashion accessories,49.0,2.0,2020-11-19,1900-01-01 16:53:00,Credit card,6.0,0.33,Thursday,16,98.0
5997,WALM030,Richardson,Home and lifestyle,32.0,1.0,2020-12-23,1900-01-01 20:50:00,Credit card,7.0,0.48,Wednesday,20,32.0
5998,WALM029,Round Rock,Fashion accessories,73.0,1.0,2022-05-12,1900-01-01 17:41:00,Credit card,3.0,0.48,Thursday,17,73.0
5999,WALM046,Temple,Home and lifestyle,67.0,1.0,2023-12-12,1900-01-01 16:56:00,Credit card,4.0,0.48,Tuesday,16,67.0
6000,WALM032,Tyler,Fashion accessories,39.0,3.0,2023-12-11,1900-01-01 15:21:00,Credit card,5.0,0.48,Monday,15,117.0
6001,WALM073,Seguin,Home and lifestyle,74.0,2.0,2022-11-16,1900-01-01 18:26:00,Credit card,4.0,0.33,Wednesday,18,148.0
6002,WALM030,Richardson,Fashion accessories,44.0,1.0,2021-05-12,1900-01-01 16:34:00,Credit card,7.0,0.48,Wednesday,16,44.0
6003,WALM084,Schertz,Home and lifestyle,83.0,3.0,2022-03-11,1900-01-01 17:39:00,Credit card,3.0,0.33,Friday,17,249.0
6004,WALM087,Waxahachie,Fashion accessories,23.0,2.0,2023-11-14,1900-01-01 15:28:00,Credit card,5.0,0.33,Tuesday,15,46.0
6005,WALM069,Rockwall,Home and lifestyle,29.0,2.0,2022-06-11,1900-01-01 20:23:00,Credit card,7.0,0.33,Saturday,20,58.0
6006,WALM087,Waxahachie,Fashion accessories,68.0,2.0,2023-08-11,1900-01-01 21:00:00,Credit card,4.0,0.33,Friday,21,136.0
6007,WALM030,Richardson,Home and lifestyle,65.0,2.0,2022-12-16,1900-01-01 18:25:00,Credit card,6.0,0.48,Friday,18,130.0
6008,WALM074,Weslaco,Fashion accessories,84.0,2.0,2021-11-17,1900-01-01 17:36:00,Cash,6.0,0.33,Wednesday,17,168.0
6009,WALM086,Rosenberg,Home and lifestyle,68.0,2.0,2021-04-12,1900-01-01 16:59:00,Credit card,7.0,0.33,Monday,16,136.0
6010,WALM073,Seguin,Fashion accessories,42.0,1.0,2021-12-29,1900-01-01 18:12:00,Credit card,5.0,0.33,Wednesday,18,42.0
6011,WALM074,Weslaco,Home and lifestyle,72.0,2.0,2020-06-11,1900-01-01 19:39:00,Cash,6.0,0.33,Thursday,19,144.0
6012,WALM030,Richardson,Fashion accessories,59.0,3.0,2022-06-12,1900-01-01 17:23:00,Credit card,3.0,0.48,Sunday,17,177.0
6013,WALM035,San Angelo,Home and lifestyle,41.0,3.0,2021-11-28,1900-01-01 19:55:00,Credit card,6.0,0.48,Sunday,19,123.0
6014,WALM082,Weslaco,Fashion accessories,58.0,3.0,2021-11-17,1900-01-01 15:04:00,Cash,6.0,0.33,Wednesday,15,174.0
6015,WALM082,Weslaco,Home and lifestyle,54.0,3.0,2022-12-15,1900-01-01 19:34:00,Cash,3.0,0.33,Thursday,19,162.0
6016,WALM082,Weslaco,Fashion accessories,70.0,1.0,2023-12-26,1900-01-01 19:13:00,Cash,7.0,0.33,Tuesday,19,70.0
6017,WALM032,Tyler,Home and lifestyle,40.0,1.0,2023-10-12,1900-01-01 15:08:00,Credit card,3.0,0.48,Thursday,15,40.0
6018,WALM032,Tyler,Fashion accessories,45.0,2.0,2021-12-26,1900-01-01 19:36:00,Credit card,7.0,0.48,Sunday,19,90.0
6019,WALM056,Rowlett,Home and lifestyle,55.0,1.0,2020-11-19,1900-01-01 19:10:00,Credit card,5.0,0.33,Thursday,19,55.0
6020,WALM046,Temple,Fashion accessories,56.0,1.0,2023-07-12,1900-01-01 20:11:00,Credit card,4.0,0.48,Wednesday,20,56.0
6021,WALM084,Schertz,Home and lifestyle,53.0,1.0,2020-08-11,1900-01-01 19:30:00,Credit card,7.0,0.33,Tuesday,19,53.0
6022,WALM099,Weatherford,Fashion accessories,52.0,3.0,2021-03-12,1900-01-01 15:56:00,Credit card,5.0,0.18,Friday,15,156.0
6023,WALM073,Seguin,Home and lifestyle,55.0,1.0,2022-10-12,1900-01-01 19:42:00,Credit card,4.0,0.33,Wednesday,19,55.0
6024,WALM029,Round Rock,Fashion accessories,35.0,2.0,2021-08-11,1900-01-01 20:57:00,Credit card,6.0,0.48,Wednesday,20,70.0
6025,WALM003,San Antonio,Home and lifestyle,75.0,2.0,2021-12-27,1900-01-01 15:14:00,Credit card,7.0,0.36,Monday,15,150.0
6026,WALM089,Southlake,Fashion accessories,33.0,1.0,2020-12-26,1900-01-01 19:15:00,Credit card,6.0,0.33,Saturday,19,33.0
6027,WALM086,Rosenberg,Home and lifestyle,47.0,3.0,2023-12-30,1900-01-01 15:45:00,Credit card,4.0,0.33,Saturday,15,141.0
6028,WALM069,Rockwall,Fashion accessories,42.0,3.0,2023-12-28,1900-01-01 15:57:00,Credit card,3.0,0.33,Thursday,15,126.0
6029,WALM046,Temple,Home and lifestyle,83.0,2.0,2020-12-11,1900-01-01 18:05:00,Credit card,5.0,0.48,Friday,18,166.0
6030,WALM056,Rowlett,Fashion accessories,69.0,3.0,2021-12-27,1900-01-01 18:11:00,Credit card,3.0,0.33,Monday,18,207.0
6031,WALM050,Victoria,Home and lifestyle,15.0,2.0,2022-12-12,1900-01-01 17:32:00,Ewallet,6.0,0.48,Monday,17,30.0
6032,WALM055,Waxahachie,Fashion accessories,68.0,3.0,2021-11-19,1900-01-01 20:31:00,Credit card,6.0,0.33,Friday,20,204.0
6033,WALM086,Rosenberg,Home and lifestyle,71.0,1.0,2023-12-30,1900-01-01 15:53:00,Credit card,6.0,0.33,Saturday,15,71.0
6034,WALM032,Tyler,Fashion accessories,34.0,1.0,2021-01-11,1900-01-01 18:43:00,Credit card,7.0,0.48,Monday,18,34.0
6035,WALM075,San Marcos,Home and lifestyle,32.0,2.0,2021-12-22,1900-01-01 17:21:00,Credit card,3.0,0.33,Wednesday,17,64.0
6036,WALM065,Texas City,Fashion accessories,59.0,1.0,2023-03-12,1900-01-01 20:32:00,Credit card,7.0,0.33,Sunday,20,59.0
6037,WALM046,Temple,Home and lifestyle,54.0,1.0,2022-03-11,1900-01-01 17:30:00,Credit card,7.0,0.48,Friday,17,54.0
